 ElementName  ElementType      L          s         K1         K2       Angle  
                               m          m        1/m2       1/m3       rad   
-------------------------------------------------------------------------------
 CM1G4C14A    TRIMD         0.2      381.231     0         0          0        
 DM1BG4A      DRIF          0.274    381.505     0         0          0        
 QM1G4C14A    QUAD          0.25     381.755     -0.803148  0          0        
 DM2AG4A      DRIF          0.2      381.955     0         0          0        
 SM1G4C14A    SEXT          0.2      382.155     0         -24.131    0        
 DFT1         DRIF          0.2332   382.389     0         0          0        
 FM1G4C14A    FTRIM         0.044    382.433     0         0          0        
 DM2BG4A      DRIF          0.2924   382.725     0         0          0        
 PM1G4C14A    BPM           0        382.725     0         0          0        
 DBPM03       DRIF          0.0839   382.809     0         0          0        
 QM2G4C14A    QUAD          0.283    383.092     1.2223    0          0        
 DM2CG4A      DRIF          0.1835   383.275     0         0          0        
 SM2G4C14B    SEXT          0.25     383.525     0         28.7157    0        
 DM2CG4B      DRIF          0.1835   383.709     0         0          0        
 QM2G4C14B    QUAD          0.283    383.992     1.2223    0          0        
 DM2BG4B      DRIF          0.5035   384.495     0         0          0        
 SM1G4C14B    SEXT          0.2      384.695     0         -26.0949   0        
 DM2AG4B      DRIF          0.26226  384.958     0         0          0        
 PM1G4C14B    BPM           0        384.958     0         0          0        
 DBPM04       DRIF          0.08774  385.045     0         0          0        
 QM1G4C14B    QUAD          0.25     385.295     -0.803148  0          0        
 DM1EG4B      DRIF          0.109    385.404     0         0          0        
 CM1G4C14B    TRIMD         0.3      385.704     0         0          0        
 GEG4C14B     MARK          0        385.704     0         0          0        
 GSG5C14B     MARK          0        385.704     0         0          0        
 DM1DG5B1     DRIF          0.1      385.804     0         0          0        
 DPWG5B       DRIF          0.2      386.004     0         0          0        
 DM1CG5B1     DRIF          0.266    386.27      0         0          0        
 B1G5C14B     DIPOLE        2.62     388.89      0         0          0.10472  
 GEG5C14B     MARK          0        388.89      0         0          0        
 DL4BG6B      DRIF          0.2178   389.108     0         0          0        
 GSG6C14B     MARK          0        389.108     0         0          0        
 DL4AG6B      DRIF          0.3697   389.478     0         0          0        
 QL3G6C14B    QUAD          0.275    389.753     -1.48928  0          0        
 DBPM05       DRIF          0.07472  389.828     0         0          0        
 PL2G6C14B    BPM           0        389.828     0         0          0        
 DL3CG6B      DRIF          0.08778  389.915     0         0          0        
 SL3G6C14B    SEXT          0.2      390.115     0         -28.2618   0        
 DL3BG6B      DRIF          0.1575   390.273     0         0          0        
 CL2G6C14B    TRIMD         0.2      390.473     0         0          0        
 DL3AG6B      DRIF          0.2081   390.681     0         0          0        
 QL2G6C14B    QUAD          0.448    391.129     1.81307   0          0        
 DL2CG6B      DRIF          0.25     391.379     0         0          0        
 SL2G6C14B    SEXT          0.2      391.579     0         25.9682    0        
 DL2BG6B      DRIF          0.13125  391.71      0         0          0        
 CL1G6C14B    TRIMD         0.2      391.91      0         0          0        
 DL2AG6B      DRIF          0.13125  392.041     0         0          0        
 QL1G6C14B    QUAD          0.275    392.316     -1.56216  0          0        
 DL1AG6B      DRIF          0.0748   392.391     0         0          0        
 PL1G6C14B    BPM           0        392.391     0         0          0        
 DBPM06       DRIF          0.0877   392.479     0         0          0        
 SL1G6C14B    SEXT          0.2      392.679     0         -1.95754   0        
 GEG6C14B     MARK          0        392.679     0         0          0        
 GSG1C15A     MARK          0        392.679     0         0          0        
 DL0BG1A      DRIF          0.44652  393.126     0         0          0        
 FL1G1C15A    FTRIM         0.044    393.17      0         0          0        
 DFT2         DRIF          0.051    393.221     0         0          0        
 DLDK         DRIF          0.095    393.316     0         0          0        
 DL01G1C15A   DRIF          2.66348  395.979     0         0          0        
 DL05G1C15A   DRIF          2.79768  398.777     0         0          0        
 DLDK         DRIF          0.095    398.872     0         0          0        
 DFT2         DRIF          0.051    398.923     0         0          0        
 FL2G1C15A    FTRIM         0.044    398.967     0         0          0        
 DL0AG1A      DRIF          0.31232  399.279     0         0          0        
 GEG1C15A     MARK          0        399.279     0         0          0        
 GSG2C15A     MARK          0        399.279     0         0          0        
 SL1G2C15A    SEXT          0.2      399.479     0         -1.95754   0        
 DL1AG2A      DRIF          0.09     399.569     0         0          0        
 PL1G2C15A    BPM           0        399.569     0         0          0        
 DBPM07       DRIF          0.0725   399.641     0         0          0        
 QL1G2C15A    QUAD          0.275    399.916     -1.56216  0          0        
 DL2AG2A      DRIF          0.13125  400.048     0         0          0        
 CL1G2C15A    TRIMD         0.2      400.248     0         0          0        
 DL2BG2A      DRIF          0.13125  400.379     0         0          0        
 SL2G2C15A    SEXT          0.2      400.579     0         25.9682    0        
 DL2CG2A      DRIF          0.25     400.829     0         0          0        
 QL2G2C15A    QUAD          0.448    401.277     1.81307   0          0        
 DL3AG2A      DRIF          0.2081   401.485     0         0          0        
 CL2G2C15A    TRIMD         0.2      401.685     0         0          0        
 DL3BG2A      DRIF          0.1575   401.843     0         0          0        
 SL3G2C15A    SEXT          0.2      402.043     0         -28.2618   0        
 DL3CG2A      DRIF          0.09008  402.133     0         0          0        
 PL2G2C15A    BPM           0        402.133     0         0          0        
 DBPM08       DRIF          0.07242  402.205     0         0          0        
 QL3G2C15A    QUAD          0.275    402.48      -1.48928  0          0        
 DL4AG2A      DRIF          0.5692   403.049     0         0          0        
 GEG2C15A     MARK          0        403.049     0         0          0        
 DL4BG3A      DRIF          0.0183   403.068     0         0          0        
 GSG3C15A     MARK          0        403.068     0         0          0        
 B1G3C15A     DIPOLE        2.62     405.688     0         0          0.10472  
 GEG3C15A     MARK          0        405.688     0         0          0        
 GSG4C15A     MARK          0        405.688     0         0          0        
 DM1AG4A      DRIF          0.501    406.189     0         0          0        
 SQMHG4C15A   QUAD          0.1      406.289     0         0          0        
 CM1G4C15A    SQ_TRIM       0        406.289     0         0          0        
 SQMHG4C15A   QUAD          0.1      406.389     0         0          0        
 DM1BG4A      DRIF          0.274    406.663     0         0          0        
 QM1G4C15A    QUAD          0.25     406.913     -0.803148  0          0        
 DM2A2G4A     DRIF          0.2      407.113     0         0          0        
 SM1G4C15A    SEXT          0.2      407.313     0         -24.131    0        
 DFT1         DRIF          0.2332   407.546     0         0          0        
 FM1G4C15A    FTRIM         0.044    407.59      0         0          0        
 DM2B2G4A     DRIF          0.2924   407.882     0         0          0        
 PM1G4C15A    BPM           0        407.882     0         0          0        
 DBPM09       DRIF          0.0839   407.966     0         0          0        
 QM2G4C15A    QUAD          0.283    408.249     1.2223    0          0        
 DM2CG4A      DRIF          0.1835   408.433     0         0          0        
 SM2G4C15B    SEXT          0.25     408.683     0         28.7157    0        
 DM2CG4B      DRIF          0.1835   408.866     0         0          0        
 QM2G4C15B    QUAD          0.283    409.149     1.2223    0          0        
 DM2B2G4B     DRIF          0.5035   409.653     0         0          0        
 SM1G4C15B    SEXT          0.2      409.853     0         -26.0949   0        
 DM2A2G4B     DRIF          0.26226  410.115     0         0          0        
 PM1G4C15B    BPM           0        410.115     0         0          0        
 DBPM10       DRIF          0.08774  410.203     0         0          0        
 QM1G4C15B    QUAD          0.25     410.453     -0.803148  0          0        
 DM1EG4B      DRIF          0.109    410.562     0         0          0        
 CM1G4C15B    TRIMD         0.3      410.862     0         0          0        
 GEG4C15B     MARK          0        410.862     0         0          0        
 GSG5C15B     MARK          0        410.862     0         0          0        
 DM1DG5B2     DRIF          0.1      410.962     0         0          0        
 DPWG5B       DRIF          0.2      411.162     0         0          0        
 DM1CG5B2     DRIF          0.266    411.428     0         0          0        
 B1G5C15B     DIPOLE        2.62     414.048     0         0          0.10472  
 GEG5C15B     MARK          0        414.048     0         0          0        
 DH4CG6B      DRIF          0.21634  414.264     0         0          0        
 GSG6C15B     MARK          0        414.264     0         0          0        
 CH2G6C15B    TRIMD         0.3      414.564     0         0          0        
 DH4BG6B      DRIF          0.06366  414.628     0         0          0        
 SH4G6C15B    SEXT          0.2      414.828     0         -20.4869   0        
 DH4AG6B      DRIF          0.0896   414.917     0         0          0        
 PH2G6C15B    BPM           0        414.917     0         0          0        
 DBPM11       DRIF          0.0729   414.99      0         0          0        
 QH3G6C15B    QUAD          0.275    415.265     -1.70755  0          0        
 DH3BG6B      DRIF          0.1825   415.448     0         0          0        
 SH3G6C15B    SEXT          0.2      415.648     0         -4.1557    0        
 DH3AG6B      DRIF          0.19     415.838     0         0          0        
 QH2G6C15B    QUAD          0.448    416.286     1.47765   0          0        
 DH2BG6B      DRIF          0.4845   416.77      0         0          0        
 CH1G6C15B    TRIMD         0.2      416.97      0         0          0        
 DH2AG6B      DRIF          0.12     417.09      0         0          0        
 QH1G6C15B    QUAD          0.275    417.365     -0.633004  0          0        
 DH1AG6B      DRIF          0.07709  417.442     0         0          0        
 PH1G6C15B    BPM           0        417.442     0         0          0        
 DBPM12       DRIF          0.08541  417.528     0         0          0        
 SH1G6C15B    SEXT          0.2      417.728     0         24.1977    0        
 GEG6C15B     MARK          0        417.728     0         0          0        
 GSG1C16A     MARK          0        417.728     0         0          0        
 DH2G1A       DRIF          0.4409   418.168     0         0          0        
 FH1G1C16A    FTRIM         0.044    418.212     0         0          0        
 DH01G1C16A   DRIF          4.1651   422.378     0         0          0        
 DH05G1C16A   DRIF          4.29379  426.671     0         0          0        
 FH2G1C16A    FTRIM         0.044    426.715     0         0          0        
 DH1G1A       DRIF          0.31221  427.028     0         0          0        
 GEG1C16A     MARK          0        427.028     0         0          0        
 GSG2C16A     MARK          0        427.028     0         0          0        
 SH1G2C16A    SEXT          0.2      427.228     0         24.1977    0        
 DH1AG2A      DRIF          0.085    427.313     0         0          0        
 PH1G2C16A    BPM           0        427.313     0         0          0        
 DBPM01       DRIF          0.0775   427.39      0         0          0        
 QH1G2C16A    QUAD          0.275    427.665     -0.633004  0          0        
 DH2AG2A      DRIF          0.145    427.81      0         0          0        
 SQHHG2C16A   QUAD          0.1      427.91      0         0          0        
 CH1G2C16A    SQ_TRIM       0        427.91      0         0          0        
 SQHHG2C16A   QUAD          0.1      428.01      0         0          0        
 DH2BG2A      DRIF          0.4595   428.47      0         0          0        
 QH2G2C16A    QUAD          0.448    428.918     1.47765   0          0        
 DH3AG2A      DRIF          0.19     429.108     0         0          0        
 SH3G2C16A    SEXT          0.2      429.308     0         -4.1557    0        
 DH3BG2A      DRIF          0.1825   429.49      0         0          0        
 QH3G2C16A    QUAD          0.275    429.765     -1.70755  0          0        
 DH4AG2A      DRIF          0.07252  429.838     0         0          0        
 PH2G2C16A    BPM           0        429.838     0         0          0        
 DBPM02       DRIF          0.08998  429.928     0         0          0        
 SH4G2C16A    SEXT          0.2      430.128     0         -20.4869   0        
 DH4BG2A      DRIF          0.2485   430.376     0         0          0        
 CH2G2C16A    TRIMD         0.3      430.676     0         0          0        
 GEG2C16A     MARK          0        430.676     0         0          0        
 DH4CG3A      DRIF          0.0315   430.708     0         0          0        
 GSG3C16A     MARK          0        430.708     0         0          0        
 B1G3C16A     DIPOLE        2.62     433.328     0         0          0.10472  
 GEG3C16A     MARK          0        433.328     0         0          0        
 GSG4C16A     MARK          0        433.328     0         0          0        
 DM1AG4A      DRIF          0.501    433.829     0         0          0        
 CM1G4C16A    TRIMD         0.2      434.029     0         0          0        
 DM1BG4A      DRIF          0.274    434.303     0         0          0        
 QM1G4C16A    QUAD          0.25     434.553     -0.803148  0          0        
 DM2AG4A      DRIF          0.2      434.753     0         0          0        
 SM1G4C16A    SEXT          0.2      434.953     0         -24.131    0        
 DFT1         DRIF          0.2332   435.186     0         0          0        
 FM1G4C16A    FTRIM         0.044    435.23      0         0          0        
 DM2BG4A      DRIF          0.2924   435.522     0         0          0        
 PM1G4C16A    BPM           0        435.522     0         0          0        
 DBPM03       DRIF          0.0839   435.606     0         0          0        
 QM2G4C16A    QUAD          0.283    435.889     1.2223    0          0        
 DM2CG4A      DRIF          0.1835   436.073     0         0          0        
 SM2G4C16B    SEXT          0.25     436.323     0         28.7157    0        
 DM2CG4B      DRIF          0.1835   436.506     0         0          0        
 QM2G4C16B    QUAD          0.283    436.789     1.2223    0          0        
 DM2BG4B      DRIF          0.5035   437.293     0         0          0        
 SM1G4C16B    SEXT          0.2      437.493     0         -26.0949   0        
 DM2AG4B      DRIF          0.26226  437.755     0         0          0        
 PM1G4C16B    BPM           0        437.755     0         0          0        
 DBPM04       DRIF          0.08774  437.843     0         0          0        
 QM1G4C16B    QUAD          0.25     438.093     -0.803148  0          0        
 DM1EG4B      DRIF          0.109    438.202     0         0          0        
 CM1G4C16B    TRIMD         0.3      438.502     0         0          0        
 GEG4C16B     MARK          0        438.502     0         0          0        
 GSG5C16B     MARK          0        438.502     0         0          0        
 DM1DG5B1     DRIF          0.1      438.602     0         0          0        
 DPWG5B       DRIF          0.2      438.802     0         0          0        
 DM1CG5B1     DRIF          0.266    439.068     0         0          0        
 B1G5C16B     DIPOLE        2.62     441.688     0         0          0.10472  
 GEG5C16B     MARK          0        441.688     0         0          0        
 DL4BG6B      DRIF          0.2178   441.905     0         0          0        
 GSG6C16B     MARK          0        441.905     0         0          0        
 DL4AG6B      DRIF          0.3697   442.275     0         0          0        
 QL3G6C16B    QUAD          0.275    442.55      -1.48928  0          0        
 DBPM05       DRIF          0.07472  442.625     0         0          0        
 PL2G6C16B    BPM           0        442.625     0         0          0        
 DL3CG6B      DRIF          0.08778  442.713     0         0          0        
 SL3G6C16B    SEXT          0.2      442.913     0         -28.2618   0        
 DL3BG6B      DRIF          0.1575   443.07      0         0          0        
 CL2G6C16B    TRIMD         0.2      443.27      0         0          0        
 DL3AG6B      DRIF          0.2081   443.478     0         0          0        
 QL2G6C16B    QUAD          0.448    443.926     1.81307   0          0        
 DL2CG6B      DRIF          0.25     444.176     0         0          0        
 SL2G6C16B    SEXT          0.2      444.376     0         25.9682    0        
 DL2BG6B      DRIF          0.13125  444.507     0         0          0        
 CL1G6C16B    TRIMD         0.2      444.707     0         0          0        
 DL2AG6B      DRIF          0.13125  444.839     0         0          0        
 QL1G6C16B    QUAD          0.275    445.114     -1.56216  0          0        
 DL1AG6B      DRIF          0.0748   445.188     0         0          0        
 PL1G6C16B    BPM           0        445.188     0         0          0        
 DBPM06       DRIF          0.0877   445.276     0         0          0        
 SL1G6C16B    SEXT          0.2      445.476     0         -1.95754   0        
 GEG6C16B     MARK          0        445.476     0         0          0        
 GSG1C17A     MARK          0        445.476     0         0          0        
 DL0BG1A      DRIF          0.44652  445.923     0         0          0        
 FL1G1C17A    FTRIM         0.044    445.967     0         0          0        
 DFT2         DRIF          0.051    446.018     0         0          0        
 DLDK         DRIF          0.095    446.113     0         0          0        
 DL01G1C17A   DRIF          2.66348  448.776     0         0          0        
 DL05G1C17A   DRIF          2.79768  451.574     0         0          0        
 DLDK         DRIF          0.095    451.669     0         0          0        
 DFT2         DRIF          0.051    451.72      0         0          0        
 FL2G1C17A    FTRIM         0.044    451.764     0         0          0        
 DL0AG1A      DRIF          0.31232  452.076     0         0          0        
 GEG1C17A     MARK          0        452.076     0         0          0        
 GSG2C17A     MARK          0        452.076     0         0          0        
 SL1G2C17A    SEXT          0.2      452.276     0         -1.95754   0        
 DL1AG2A      DRIF          0.09     452.366     0         0          0        
 PL1G2C17A    BPM           0        452.366     0         0          0        
 DBPM07       DRIF          0.0725   452.439     0         0          0        
 QL1G2C17A    QUAD          0.275    452.714     -1.56216  0          0        
 DL2AG2A      DRIF          0.13125  452.845     0         0          0        
 CL1G2C17A    TRIMD         0.2      453.045     0         0          0        
 DL2BG2A      DRIF          0.13125  453.176     0         0          0        
 SL2G2C17A    SEXT          0.2      453.376     0         25.9682    0        
 DL2CG2A      DRIF          0.25     453.626     0         0          0        
 QL2G2C17A    QUAD          0.448    454.074     1.81307   0          0        
 DL3AG2A      DRIF          0.2081   454.282     0         0          0        
 CL2G2C17A    TRIMD         0.2      454.482     0         0          0        
 DL3BG2A      DRIF          0.1575   454.64      0         0          0        
 SL3G2C17A    SEXT          0.2      454.84      0         -28.2618   0        
 DL3CG2A      DRIF          0.09008  454.93      0         0          0        
 PL2G2C17A    BPM           0        454.93      0         0          0        
 DBPM08       DRIF          0.07242  455.002     0         0          0        
 QL3G2C17A    QUAD          0.275    455.277     -1.48928  0          0        
 DL4AG2A      DRIF          0.5692   455.846     0         0          0        
 GEG2C17A     MARK          0        455.846     0         0          0        
 DL4BG3A      DRIF          0.0183   455.865     0         0          0        
 GSG3C17A     MARK          0        455.865     0         0          0        
 B1G3C17A     DIPOLE        2.62     458.485     0         0          0.10472  
 GEG3C17A     MARK          0        458.485     0         0          0        
 GSG4C17A     MARK          0        458.485     0         0          0        
 DM1AG4A      DRIF          0.501    458.986     0         0          0        
 SQMHG4C17A   QUAD          0.1      459.086     0         0          0        
 CM1G4C17A    SQ_TRIM       0        459.086     0         0          0        
 SQMHG4C17A   QUAD          0.1      459.186     0         0          0        
 DM1BG4A      DRIF          0.274    459.46      0         0          0        
 QM1G4C17A    QUAD          0.25     459.71      -0.803148  0          0        
 DM2A2G4A     DRIF          0.2      459.91      0         0          0        
 SM1G4C17A    SEXT          0.2      460.11      0         -24.131    0        
 DFT1         DRIF          0.2332   460.343     0         0          0        
 FM1G4C17A    FTRIM         0.044    460.387     0         0          0        
 DM2B2G4A     DRIF          0.2924   460.679     0         0          0        
 PM1G4C17A    BPM           0        460.679     0         0          0        
 DBPM09       DRIF          0.0839   460.763     0         0          0        
 QM2G4C17A    QUAD          0.283    461.046     1.2223    0          0        
 DM2CG4A      DRIF          0.1835   461.23      0         0          0        
 SM2G4C17B    SEXT          0.25     461.48      0         28.7157    0        
 DM2CG4B      DRIF          0.1835   461.663     0         0          0        
 QM2G4C17B    QUAD          0.283    461.946     1.2223    0          0        
 DM2B2G4B     DRIF          0.5035   462.45      0         0          0        
 SM1G4C17B    SEXT          0.2      462.65      0         -26.0949   0        
 DM2A2G4B     DRIF          0.26226  462.912     0         0          0        
 PM1G4C17B    BPM           0        462.912     0         0          0        
 DBPM10       DRIF          0.08774  463         0         0          0        
 QM1G4C17B    QUAD          0.25     463.25      -0.803148  0          0        
 DM1EG4B      DRIF          0.109    463.359     0         0          0        
 CM1G4C17B    TRIMD         0.3      463.659     0         0          0        
 GEG4C17B     MARK          0        463.659     0         0          0        
 GSG5C17B     MARK          0        463.659     0         0          0        
 DM1DG5B2     DRIF          0.1      463.759     0         0          0        
 DPWG5B       DRIF          0.2      463.959     0         0          0        
 DM1CG5B2     DRIF          0.266    464.225     0         0          0        
 B1G5C17B     DIPOLE        2.62     466.845     0         0          0.10472  
 GEG5C17B     MARK          0        466.845     0         0          0        
 DH4CG6B      DRIF          0.21634  467.061     0         0          0        
 GSG6C17B     MARK          0        467.061     0         0          0        
 CH2G6C17B    TRIMD         0.3      467.361     0         0          0        
 DH4BG6B      DRIF          0.06366  467.425     0         0          0        
 SH4G6C17B    SEXT          0.2      467.625     0         -20.4869   0        
 DH4AG6B      DRIF          0.0896   467.714     0         0          0        
 PH2G6C17B    BPM           0        467.714     0         0          0        
 DBPM11       DRIF          0.0729   467.787     0         0          0        
 QH3G6C17B    QUAD          0.275    468.062     -1.70755  0          0        
 DH3BG6B      DRIF          0.1825   468.245     0         0          0        
 SH3G6C17B    SEXT          0.2      468.445     0         -4.1557    0        
 DH3AG6B      DRIF          0.19     468.635     0         0          0        
 QH2G6C17B    QUAD          0.448    469.083     1.47765   0          0        
 DH2BG6B      DRIF          0.4845   469.567     0         0          0        
 CH1G6C17B    TRIMD         0.2      469.767     0         0          0        
 DH2AG6B      DRIF          0.12     469.887     0         0          0        
 QH1G6C17B    QUAD          0.275    470.162     -0.633004  0          0        
 DH1AG6B      DRIF          0.07709  470.239     0         0          0        
 PH1G6C17B    BPM           0        470.239     0         0          0        
 DBPM12       DRIF          0.08541  470.325     0         0          0        
 SH1G6C17B    SEXT          0.2      470.525     0         24.1977    0        
 GEG6C17B     MARK          0        470.525     0         0          0        
 GSG1C18A     MARK          0        470.525     0         0          0        
 DH2G1A       DRIF          0.4409   470.966     0         0          0        
 FH1G1C18A    FTRIM         0.044    471.01      0         0          0        
 DH01G1C18A   DRIF          0.50285  471.513     0         0          0        
 PU1G1C18A    BPM           0        471.513     0         0          0        
 DH02G1C18A   DRIF          0.07175  471.584     0         0          0        
 CU1XG1C18ID1  TRIMX         0        471.584     0         0          0        
 CU1YG1C18ID1  TRIMY         0        471.584     0         0          0        
 IDC18H1      DRIF          3.4      474.984     0         0          0        
 CU2XG1C18ID1  TRIMX         0        474.984     0         0          0        
 CU2YG1C18ID1  TRIMY         0        474.984     0         0          0        
 DH04G1C18A   DRIF          0.1905   475.175     0         0          0        
 DH05G1C18A   DRIF          0.1905   475.365     0         0          0        
 CU1XG1C18ID2  TRIMX         0        475.365     0         0          0        
 CU1YG1C18ID2  TRIMY         0        475.365     0         0          0        
 IDC18H2      DRIF          3.4      478.765     0         0          0        
 CU2XG1C18ID2  TRIMX         0        478.765     0         0          0        
 CU2YG1C18ID2  TRIMY         0        478.765     0         0          0        
 DH07G1C18A   DRIF          0.0872   478.852     0         0          0        
 PU4G1C18A    BPM           0        478.852     0         0          0        
 DH08G1C18A   DRIF          0.61609  479.469     0         0          0        
 FH2G1C18A    FTRIM         0.044    479.513     0         0          0        
 DH1G1A       DRIF          0.31221  479.825     0         0          0        
 GEG1C18A     MARK          0        479.825     0         0          0        
 GSG2C18A     MARK          0        479.825     0         0          0        
 SH1G2C18A    SEXT          0.2      480.025     0         24.1977    0        
 DH1AG2A      DRIF          0.085    480.11      0         0          0        
 PH1G2C18A    BPM           0        480.11      0         0          0        
 DBPM01       DRIF          0.0775   480.187     0         0          0        
 QH1G2C18A    QUAD          0.275    480.462     -0.633004  0          0        
 DH2AG2A      DRIF          0.145    480.607     0         0          0        
 SQHHG2C18A   QUAD          0.1      480.707     0         0          0        
 CH1G2C18A    SQ_TRIM       0        480.707     0         0          0        
 SQHHG2C18A   QUAD          0.1      480.807     0         0          0        
 DH2BG2A      DRIF          0.4595   481.267     0         0          0        
 QH2G2C18A    QUAD          0.448    481.715     1.47765   0          0        
 DH3AG2A      DRIF          0.19     481.905     0         0          0        
 SH3G2C18A    SEXT          0.2      482.105     0         -4.1557    0        
 DH3BG2A      DRIF          0.1825   482.287     0         0          0        
 QH3G2C18A    QUAD          0.275    482.562     -1.70755  0          0        
 DH4AG2A      DRIF          0.07252  482.635     0         0          0        
 PH2G2C18A    BPM           0        482.635     0         0          0        
 DBPM02       DRIF          0.08998  482.725     0         0          0        
 SH4G2C18A    SEXT          0.2      482.925     0         -20.4869   0        
 DH4BG2A      DRIF          0.2485   483.173     0         0          0        
 CH2G2C18A    TRIMD         0.3      483.473     0         0          0        
 GEG2C18A     MARK          0        483.473     0         0          0        
 DH4CG3A      DRIF          0.0315   483.505     0         0          0        
 GSG3C18A     MARK          0        483.505     0         0          0        
 B1G3C18A     DIPOLE        2.62     486.125     0         0          0.10472  
 GEG3C18A     MARK          0        486.125     0         0          0        
 GSG4C18A     MARK          0        486.125     0         0          0        
 DM1AG4A      DRIF          0.501    486.626     0         0          0        
 CM1G4C18A    TRIMD         0.2      486.826     0         0          0        
 DM1BG4A      DRIF          0.274    487.1       0         0          0        
 QM1G4C18A    QUAD          0.25     487.35      -0.803148  0          0        
 DM2AG4A      DRIF          0.2      487.55      0         0          0        
 SM1G4C18A    SEXT          0.2      487.75      0         -24.131    0        
 DFT1         DRIF          0.2332   487.983     0         0          0        
 FM1G4C18A    FTRIM         0.044    488.027     0         0          0        
 DM2BG4A      DRIF          0.2924   488.319     0         0          0        
 PM1G4C18A    BPM           0        488.319     0         0          0        
 DBPM03       DRIF          0.0839   488.403     0         0          0        
 QM2G4C18A    QUAD          0.283    488.686     1.2223    0          0        
 DM2CG4A      DRIF          0.1835   488.87      0         0          0        
 SM2G4C18B    SEXT          0.25     489.12      0         28.7157    0        
 DM2CG4B      DRIF          0.1835   489.303     0         0          0        
 QM2G4C18B    QUAD          0.283    489.586     1.2223    0          0        
 DM2BG4B      DRIF          0.5035   490.09      0         0          0        
 SM1G4C18B    SEXT          0.2      490.29      0         -26.0949   0        
 DM2AG4B      DRIF          0.26226  490.552     0         0          0        
 PM1G4C18B    BPM           0        490.552     0         0          0        
 DBPM04       DRIF          0.08774  490.64      0         0          0        
 QM1G4C18B    QUAD          0.25     490.89      -0.803148  0          0        
 DM1EG4B      DRIF          0.109    490.999     0         0          0        
 CM1G4C18B    TRIMD         0.3      491.299     0         0          0        
 GEG4C18B     MARK          0        491.299     0         0          0        
 GSG5C18B     MARK          0        491.299     0         0          0        
 DM1DG5B1     DRIF          0.1      491.399     0         0          0        
 DPWG5B       DRIF          0.2      491.599     0         0          0        
 DM1CG5B1     DRIF          0.266    491.865     0         0          0        
 B1G5C18B     DIPOLE        2.62     494.485     0         0          0.10472  
 GEG5C18B     MARK          0        494.485     0         0          0        
 DL4BG6B      DRIF          0.2178   494.703     0         0          0        
 GSG6C18B     MARK          0        494.703     0         0          0        
 DL4AG6B      DRIF          0.3697   495.072     0         0          0        
 QL3G6C18B    QUAD          0.275    495.347     -1.48928  0          0        
 DBPM05       DRIF          0.07472  495.422     0         0          0        
 PL2G6C18B    BPM           0        495.422     0         0          0        
 DL3CG6B      DRIF          0.08778  495.51      0         0          0        
 SL3G6C18B    SEXT          0.2      495.71      0         -28.2618   0        
 DL3BG6B      DRIF          0.1575   495.867     0         0          0        
 CL2G6C18B    TRIMD         0.2      496.067     0         0          0        
 DL3AG6B      DRIF          0.2081   496.275     0         0          0        
 QL2G6C18B    QUAD          0.448    496.723     1.81307   0          0        
 DL2CG6B      DRIF          0.25     496.973     0         0          0        
 SL2G6C18B    SEXT          0.2      497.173     0         25.9682    0        
 DL2BG6B      DRIF          0.13125  497.305     0         0          0        
 CL1G6C18B    TRIMD         0.2      497.505     0         0          0        
 DL2AG6B      DRIF          0.13125  497.636     0         0          0        
 QL1G6C18B    QUAD          0.275    497.911     -1.56216  0          0        
 DL1AG6B      DRIF          0.0748   497.986     0         0          0        
 PL1G6C18B    BPM           0        497.986     0         0          0        
 DBPM06       DRIF          0.0877   498.073     0         0          0        
 SL1G6C18B    SEXT          0.2      498.273     0         -1.95754   0        
 GEG6C18B     MARK          0        498.273     0         0          0        
 GSG1C19A     MARK          0        498.273     0         0          0        
 DL0BG1A      DRIF          0.44652  498.72      0         0          0        
 FL1G1C19A    FTRIM         0.044    498.764     0         0          0        
 DFT2         DRIF          0.051    498.815     0         0          0        
 DLDK         DRIF          0.095    498.91      0         0          0        
 DL01G1C19A   DRIF          2.66348  501.573     0         0          0        
 DL05G1C19A   DRIF          2.79768  504.371     0         0          0        
 DLDK         DRIF          0.095    504.466     0         0          0        
 DFT2         DRIF          0.051    504.517     0         0          0        
 FL2G1C19A    FTRIM         0.044    504.561     0         0          0        
 DL0AG1A      DRIF          0.31232  504.873     0         0          0        
 GEG1C19A     MARK          0        504.873     0         0          0        
 GSG2C19A     MARK          0        504.873     0         0          0        
 SL1G2C19A    SEXT          0.2      505.073     0         -1.95754   0        
 DL1AG2A      DRIF          0.09     505.163     0         0          0        
 PL1G2C19A    BPM           0        505.163     0         0          0        
 DBPM07       DRIF          0.0725   505.236     0         0          0        
 QL1G2C19A    QUAD          0.275    505.511     -1.56216  0          0        
 DL2AG2A      DRIF          0.13125  505.642     0         0          0        
 CL1G2C19A    TRIMD         0.2      505.842     0         0          0        
 DL2BG2A      DRIF          0.13125  505.973     0         0          0        
 SL2G2C19A    SEXT          0.2      506.173     0         25.9682    0        
 DL2CG2A      DRIF          0.25     506.423     0         0          0        
 QL2G2C19A    QUAD          0.448    506.871     1.81307   0          0        
 DL3AG2A      DRIF          0.2081   507.079     0         0          0        
 CL2G2C19A    TRIMD         0.2      507.279     0         0          0        
 DL3BG2A      DRIF          0.1575   507.437     0         0          0        
 SL3G2C19A    SEXT          0.2      507.637     0         -28.2618   0        
