 ElementName  ElementType      L          s         K1         K2       Angle  
                               m          m        1/m2       1/m3       rad   
-------------------------------------------------------------------------------
 DL3AG6B      DRIF          0.2081   21.1006     0         0          0        
 QL2G6C30B    QUAD          0.448    21.5486     1.81307   0          0        
 DL2CG6B      DRIF          0.25     21.7986     0         0          0        
 SL2G6C30B    SEXT          0.2      21.9986     0         25.9682    0        
 DL2BG6B      DRIF          0.13125  22.1299     0         0          0        
 CL1G6C30B    TRIMD         0.2      22.3299     0         0          0        
 DL2AG6B      DRIF          0.13125  22.4611     0         0          0        
 QL1G6C30B    QUAD          0.275    22.7361     -1.56216  0          0        
 DL1AG6B      DRIF          0.0748   22.8109     0         0          0        
 PL1G6C30B    BPM           0        22.8109     0         0          0        
 DBPM06       DRIF          0.0877   22.8986     0         0          0        
 SL1G6C30B    SEXT          0.2      23.0986     0         -1.95754   0        
 GEG6C30B     MARK          0        23.0986     0         0          0        
 GSG1C01A     MARK          0        23.0986     0         0          0        
 DL0BG1A      DRIF          0.44652  23.5451     0         0          0        
 FL1G1C01A    FTRIM         0.044    23.5891     0         0          0        
 DFT2         DRIF          0.051    23.6401     0         0          0        
 DLDK         DRIF          0.095    23.7351     0         0          0        
 DL01G1C01A   DRIF          2.66348  26.3986     0         0          0        
 DL05G1C01A   DRIF          2.79768  29.1963     0         0          0        
 DLDK         DRIF          0.095    29.2913     0         0          0        
 DFT2         DRIF          0.051    29.3423     0         0          0        
 FL2G1C01A    FTRIM         0.044    29.3863     0         0          0        
 DL0AG1A      DRIF          0.31232  29.6986     0         0          0        
 GEG1C01A     MARK          0        29.6986     0         0          0        
 GSG2C01A     MARK          0        29.6986     0         0          0        
 SL1G2C01A    SEXT          0.2      29.8986     0         -1.95754   0        
 DL1AG2A      DRIF          0.09     29.9886     0         0          0        
 PL1G2C01A    BPM           0        29.9886     0         0          0        
 DBPM07       DRIF          0.0725   30.0611     0         0          0        
 QL1G2C01A    QUAD          0.275    30.3361     -1.56216  0          0        
 DL2AG2A      DRIF          0.13125  30.4673     0         0          0        
 CL1G2C01A    TRIMD         0.2      30.6673     0         0          0        
 DL2BG2A      DRIF          0.13125  30.7986     0         0          0        
 SL2G2C01A    SEXT          0.2      30.9986     0         25.9682    0        
 DL2CG2A      DRIF          0.25     31.2486     0         0          0        
 QL2G2C01A    QUAD          0.448    31.6966     1.81307   0          0        
 DL3AG2A      DRIF          0.2081   31.9047     0         0          0        
 CL2G2C01A    TRIMD         0.2      32.1047     0         0          0        
 DL3BG2A      DRIF          0.1575   32.2622     0         0          0        
 SL3G2C01A    SEXT          0.2      32.4622     0         -28.2618   0        
 DL3CG2A      DRIF          0.09008  32.5523     0         0          0        
 PL2G2C01A    BPM           0        32.5523     0         0          0        
 DBPM08       DRIF          0.07242  32.6247     0         0          0        
 QL3G2C01A    QUAD          0.275    32.8997     -1.48928  0          0        
 DL4AG2A      DRIF          0.5692   33.4689     0         0          0        
 GEG2C01A     MARK          0        33.4689     0         0          0        
 DL4BG3A      DRIF          0.0183   33.4872     0         0          0        
 GSG3C01A     MARK          0        33.4872     0         0          0        
 B1G3C01A     DIPOLE        2.62     36.1072     0         0          0.10472  
 GEG3C01A     MARK          0        36.1072     0         0          0        
 GSG4C01A     MARK          0        36.1072     0         0          0        
 DM1AG4A      DRIF          0.501    36.6082     0         0          0        
 SQMHG4C01A   QUAD          0.1      36.7082     0         0          0        
 CM1G4C01A    SQ_TRIM       0        36.7082     0         0          0        
 SQMHG4C01A   QUAD          0.1      36.8082     0         0          0        
 DM1BG4A      DRIF          0.274    37.0822     0         0          0        
 QM1G4C01A    QUAD          0.25     37.3322     -0.803148  0          0        
 DM2A2G4A     DRIF          0.2      37.5322     0         0          0        
 SM1G4C01A    SEXT          0.2      37.7322     0         -24.131    0        
 DFT1         DRIF          0.2332   37.9654     0         0          0        
 FM1G4C01A    FTRIM         0.044    38.0094     0         0          0        
 DM2B2G4A     DRIF          0.2924   38.3018     0         0          0        
 PM1G4C01A    BPM           0        38.3018     0         0          0        
 DBPM09       DRIF          0.0839   38.3857     0         0          0        
 QM2G4C01A    QUAD          0.283    38.6687     1.2223    0          0        
 DM2CG4A      DRIF          0.1835   38.8522     0         0          0        
 SM2G4C01B    SEXT          0.25     39.1022     0         28.7157    0        
 DM2CG4B      DRIF          0.1835   39.2857     0         0          0        
 QM2G4C01B    QUAD          0.283    39.5687     1.2223    0          0        
 DM2B2G4B     DRIF          0.5035   40.0722     0         0          0        
 SM1G4C01B    SEXT          0.2      40.2722     0         -26.0949   0        
 DM2A2G4B     DRIF          0.26226  40.5345     0         0          0        
 PM1G4C01B    BPM           0        40.5345     0         0          0        
 DBPM10       DRIF          0.08774  40.6222     0         0          0        
 QM1G4C01B    QUAD          0.25     40.8722     -0.803148  0          0        
 DM1EG4B      DRIF          0.109    40.9812     0         0          0        
 CM1G4C01B    TRIMD         0.3      41.2812     0         0          0        
 GEG4C01B     MARK          0        41.2812     0         0          0        
 GSG5C01B     MARK          0        41.2812     0         0          0        
 DM1DG5B2     DRIF          0.1      41.3812     0         0          0        
 DPWG5B       DRIF          0.2      41.5812     0         0          0        
 DM1CG5B2     DRIF          0.266    41.8472     0         0          0        
 B1G5C01B     DIPOLE        2.62     44.4672     0         0          0.10472  
 GEG5C01B     MARK          0        44.4672     0         0          0        
 DH4CG6B      DRIF          0.21634  44.6835     0         0          0        
 GSG6C01B     MARK          0        44.6835     0         0          0        
 CH2G6C01B    TRIMD         0.3      44.9835     0         0          0        
 DH4BG6B      DRIF          0.06366  45.0472     0         0          0        
 SH4G6C01B    SEXT          0.2      45.2472     0         -20.4869   0        
 DH4AG6B      DRIF          0.0896   45.3368     0         0          0        
 PH2G6C01B    BPM           0        45.3368     0         0          0        
 DBPM11       DRIF          0.0729   45.4097     0         0          0        
 QH3G6C01B    QUAD          0.275    45.6847     -1.70755  0          0        
 DH3BG6B      DRIF          0.1825   45.8672     0         0          0        
 SH3G6C01B    SEXT          0.2      46.0672     0         -4.1557    0        
 DH3AG6B      DRIF          0.19     46.2572     0         0          0        
 QH2G6C01B    QUAD          0.448    46.7052     1.47765   0          0        
 DH2BG6B      DRIF          0.4845   47.1897     0         0          0        
 CH1G6C01B    TRIMD         0.2      47.3897     0         0          0        
 DH2AG6B      DRIF          0.12     47.5097     0         0          0        
 QH1G6C01B    QUAD          0.275    47.7847     -0.633004  0          0        
 DH1AG6B      DRIF          0.07709  47.8618     0         0          0        
 PH1G6C01B    BPM           0        47.8618     0         0          0        
 DBPM12       DRIF          0.08541  47.9472     0         0          0        
 SH1G6C01B    SEXT          0.2      48.1472     0         24.1977    0        
 GEG6C01B     MARK          0        48.1472     0         0          0        
 GSG1C02A     MARK          0        48.1472     0         0          0        
 DH2G1A       DRIF          0.4409   48.5881     0         0          0        
 FH1G1C02A    FTRIM         0.044    48.6321     0         0          0        
 DH01G1C02A   DRIF          4.1651   52.7972     0         0          0        
 DH05G1C02A   DRIF          4.29379  57.091      0         0          0        
 FH2G1C02A    FTRIM         0.044    57.135      0         0          0        
 DH1G1A       DRIF          0.31221  57.4472     0         0          0        
 GEG1C02A     MARK          0        57.4472     0         0          0        
 GSG2C02A     MARK          0        57.4472     0         0          0        
 SH1G2C02A    SEXT          0.2      57.6472     0         24.1977    0        
 DH1AG2A      DRIF          0.085    57.7322     0         0          0        
 PH1G2C02A    BPM           0        57.7322     0         0          0        
 DBPM01       DRIF          0.0775   57.8097     0         0          0        
 QH1G2C02A    QUAD          0.275    58.0847     -0.633004  0          0        
 DH2AG2A      DRIF          0.145    58.2297     0         0          0        
 SQHHG2C02A   QUAD          0.1      58.3297     0         0          0        
 CH1G2C02A    SQ_TRIM       0        58.3297     0         0          0        
 SQHHG2C02A   QUAD          0.1      58.4297     0         0          0        
 DH2BG2A      DRIF          0.4595   58.8892     0         0          0        
 QH2G2C02A    QUAD          0.448    59.3372     1.47765   0          0        
 DH3AG2A      DRIF          0.19     59.5272     0         0          0        
 SH3G2C02A    SEXT          0.2      59.7272     0         -4.1557    0        
 DH3BG2A      DRIF          0.1825   59.9097     0         0          0        
 QH3G2C02A    QUAD          0.275    60.1847     -1.70755  0          0        
 DH4AG2A      DRIF          0.07252  60.2572     0         0          0        
 PH2G2C02A    BPM           0        60.2572     0         0          0        
 DBPM02       DRIF          0.08998  60.3472     0         0          0        
 SH4G2C02A    SEXT          0.2      60.5472     0         -20.4869   0        
 DH4BG2A      DRIF          0.2485   60.7957     0         0          0        
 CH2G2C02A    TRIMD         0.3      61.0957     0         0          0        
 GEG2C02A     MARK          0        61.0957     0         0          0        
 DH4CG3A      DRIF          0.0315   61.1272     0         0          0        
 GSG3C02A     MARK          0        61.1272     0         0          0        
 B1G3C02A     DIPOLE        2.62     63.7472     0         0          0.10472  
 GEG3C02A     MARK          0        63.7472     0         0          0        
 GSG4C02A     MARK          0        63.7472     0         0          0        
 DM1AG4A      DRIF          0.501    64.2482     0         0          0        
 CM1G4C02A    TRIMD         0.2      64.4482     0         0          0        
 DM1BG4A      DRIF          0.274    64.7222     0         0          0        
 QM1G4C02A    QUAD          0.25     64.9722     -0.803148  0          0        
 DM2AG4A      DRIF          0.2      65.1722     0         0          0        
 SM1G4C02A    SEXT          0.2      65.3722     0         -24.131    0        
 DFT1         DRIF          0.2332   65.6054     0         0          0        
 FM1G4C02A    FTRIM         0.044    65.6494     0         0          0        
 DM2BG4A      DRIF          0.2924   65.9418     0         0          0        
 PM1G4C02A    BPM           0        65.9418     0         0          0        
 DBPM03       DRIF          0.0839   66.0257     0         0          0        
 QM2G4C02A    QUAD          0.283    66.3087     1.2223    0          0        
 DM2CG4A      DRIF          0.1835   66.4922     0         0          0        
 SM2G4C02B    SEXT          0.25     66.7422     0         28.7157    0        
 DM2CG4B      DRIF          0.1835   66.9257     0         0          0        
 QM2G4C02B    QUAD          0.283    67.2087     1.2223    0          0        
 DM2BG4B      DRIF          0.5035   67.7122     0         0          0        
 SM1G4C02B    SEXT          0.2      67.9122     0         -26.0949   0        
 DM2AG4B      DRIF          0.26226  68.1745     0         0          0        
 PM1G4C02B    BPM           0        68.1745     0         0          0        
 DBPM04       DRIF          0.08774  68.2622     0         0          0        
 QM1G4C02B    QUAD          0.25     68.5122     -0.803148  0          0        
 DM1EG4B      DRIF          0.109    68.6212     0         0          0        
 CM1G4C02B    TRIMD         0.3      68.9212     0         0          0        
 GEG4C02B     MARK          0        68.9212     0         0          0        
 GSG5C02B     MARK          0        68.9212     0         0          0        
 DM1DG5B1     DRIF          0.1      69.0212     0         0          0        
 DPWG5B       DRIF          0.2      69.2212     0         0          0        
 DM1CG5B1     DRIF          0.266    69.4872     0         0          0        
 B1G5C02B     DIPOLE        2.62     72.1072     0         0          0.10472  
 GEG5C02B     MARK          0        72.1072     0         0          0        
 DL4BG6B      DRIF          0.2178   72.325      0         0          0        
 GSG6C02B     MARK          0        72.325      0         0          0        
 DL4AG6B      DRIF          0.3697   72.6947     0         0          0        
 QL3G6C02B    QUAD          0.275    72.9697     -1.48928  0          0        
 DBPM05       DRIF          0.07472  73.0444     0         0          0        
 PL2G6C02B    BPM           0        73.0444     0         0          0        
 DL3CG6B      DRIF          0.08778  73.1322     0         0          0        
 SL3G6C02B    SEXT          0.2      73.3322     0         -28.2618   0        
 DL3BG6B      DRIF          0.1575   73.4897     0         0          0        
 CL2G6C02B    TRIMD         0.2      73.6897     0         0          0        
 DL3AG6B      DRIF          0.2081   73.8978     0         0          0        
 QL2G6C02B    QUAD          0.448    74.3458     1.81307   0          0        
 DL2CG6B      DRIF          0.25     74.5958     0         0          0        
 SL2G6C02B    SEXT          0.2      74.7958     0         25.9682    0        
 DL2BG6B      DRIF          0.13125  74.927      0         0          0        
 CL1G6C02B    TRIMD         0.2      75.127      0         0          0        
 DL2AG6B      DRIF          0.13125  75.2583     0         0          0        
 QL1G6C02B    QUAD          0.275    75.5333     -1.56216  0          0        
 DL1AG6B      DRIF          0.0748   75.6081     0         0          0        
 PL1G6C02B    BPM           0        75.6081     0         0          0        
 DBPM06       DRIF          0.0877   75.6958     0         0          0        
 SL1G6C02B    SEXT          0.2      75.8958     0         -1.95754   0        
 GEG6C02B     MARK          0        75.8958     0         0          0        
 GSG1C03A     MARK          0        75.8958     0         0          0        
 DL0BG1A      DRIF          0.44652  76.3423     0         0          0        
 FL1G1C03A    FTRIM         0.044    76.3863     0         0          0        
 DFT2         DRIF          0.051    76.4373     0         0          0        
 DLDK         DRIF          0.095    76.5323     0         0          0        
 DL01G1C03A   DRIF          0.1207   76.653      0         0          0        
 PU1G1C03A    BPM           0        76.653      0         0          0        
 DL02G1C03A   DRIF          1.04278  77.6958     0         0          0        
 CU1XG1C03ID1  TRIMX         0        77.6958     0         0          0        
 CU1YG1C03ID1  TRIMY         0        77.6958     0         0          0        
 IDC03H1      DRIF          1.5      79.1958     0         0          0        
 IDC03H2      DRIF          1.5      80.6958     0         0          0        
 CU2XG1C03ID2  TRIMX         0        80.6958     0         0          0        
 CU2YG1C03ID2  TRIMY         0        80.6958     0         0          0        
 DL07G1C03A   DRIF          1.17863  81.8744     0         0          0        
 PU4G1C03A    BPM           0        81.8744     0         0          0        
 DL08G1C03A   DRIF          0.11905  81.9935     0         0          0        
 DLDK         DRIF          0.095    82.0885     0         0          0        
 DFT2         DRIF          0.051    82.1395     0         0          0        
 FL2G1C03A    FTRIM         0.044    82.1835     0         0          0        
 DL0AG1A      DRIF          0.31232  82.4958     0         0          0        
 GEG1C03A     MARK          0        82.4958     0         0          0        
 GSG2C03A     MARK          0        82.4958     0         0          0        
 SL1G2C03A    SEXT          0.2      82.6958     0         -1.95754   0        
 DL1AG2A      DRIF          0.09     82.7858     0         0          0        
 PL1G2C03A    BPM           0        82.7858     0         0          0        
 DBPM07       DRIF          0.0725   82.8583     0         0          0        
 QL1G2C03A    QUAD          0.275    83.1333     -1.56216  0          0        
 DL2AG2A      DRIF          0.13125  83.2645     0         0          0        
 CL1G2C03A    TRIMD         0.2      83.4645     0         0          0        
 DL2BG2A      DRIF          0.13125  83.5958     0         0          0        
 SL2G2C03A    SEXT          0.2      83.7958     0         25.9682    0        
 DL2CG2A      DRIF          0.25     84.0458     0         0          0        
 QL2G2C03A    QUAD          0.448    84.4938     1.81307   0          0        
 DL3AG2A      DRIF          0.2081   84.7019     0         0          0        
 CL2G2C03A    TRIMD         0.2      84.9019     0         0          0        
 DL3BG2A      DRIF          0.1575   85.0594     0         0          0        
 SL3G2C03A    SEXT          0.2      85.2594     0         -28.2618   0        
 DL3CG2A      DRIF          0.09008  85.3495     0         0          0        
 PL2G2C03A    BPM           0        85.3495     0         0          0        
 DBPM08       DRIF          0.07242  85.4219     0         0          0        
 QL3G2C03A    QUAD          0.275    85.6969     -1.48928  0          0        
 DL4AG2A      DRIF          0.5692   86.2661     0         0          0        
 GEG2C03A     MARK          0        86.2661     0         0          0        
 DL4BG3A      DRIF          0.0183   86.2844     0         0          0        
 GSG3C03A     MARK          0        86.2844     0         0          0        
 B2G3C03A     DIPOLE        2.62     88.9044     0         0          0.10472  
 GEG3C03A     MARK          0        88.9044     0         0          0        
 GSG4C03A     MARK          0        88.9044     0         0          0        
 DM1AG4A      DRIF          0.501    89.4054     0         0          0        
 SQMHG4C03A   QUAD          0.1      89.5054     0         0          0        
 CM1G4C03A    SQ_TRIM       0        89.5054     0         0          0        
 SQMHG4C03A   QUAD          0.1      89.6054     0         0          0        
 DM1BG4A      DRIF          0.274    89.8794     0         0          0        
 QM1G4C03A    QUAD          0.25     90.1294     -0.803148  0          0        
 DM2A2G4A     DRIF          0.2      90.3294     0         0          0        
 SM1G4C03A    SEXT          0.2      90.5294     0         -24.131    0        
 DFT1         DRIF          0.2332   90.7626     0         0          0        
 FM1G4C03A    FTRIM         0.044    90.8066     0         0          0        
 DM2B2G4A     DRIF          0.2924   91.099      0         0          0        
 PM1G4C03A    BPM           0        91.099      0         0          0        
 DBPM09       DRIF          0.0839   91.1829     0         0          0        
 QM2G4C03A    QUAD          0.283    91.4659     1.2223    0          0        
 DM2CG4A      DRIF          0.1835   91.6494     0         0          0        
 SM2G4C03B    SEXT          0.25     91.8994     0         28.7157    0        
 DM2CG4B      DRIF          0.1835   92.0829     0         0          0        
 QM2G4C03B    QUAD          0.283    92.3659     1.2223    0          0        
 DM2B2G4B     DRIF          0.5035   92.8694     0         0          0        
 SM1G4C03B    SEXT          0.2      93.0694     0         -26.0949   0        
 DM2A2G4B     DRIF          0.26226  93.3317     0         0          0        
 PM1G4C03B    BPM           0        93.3317     0         0          0        
 DBPM10       DRIF          0.08774  93.4194     0         0          0        
 QM1G4C03B    QUAD          0.25     93.6694     -0.803148  0          0        
 DM1EG4B      DRIF          0.109    93.7784     0         0          0        
 CM1G4C03B    TRIMD         0.3      94.0784     0         0          0        
 GEG4C03B     MARK          0        94.0784     0         0          0        
 GSG5C03B     MARK          0        94.0784     0         0          0        
 DM1DG5B2C03  DRIF          0.075    94.1534     0         0          0        
 DPWG5B       DRIF          0.2      94.3534     0         0          0        
 DM1CG5B2C03  DRIF          0.291    94.6444     0         0          0        
 B2G5C03B     DIPOLE        2.62     97.2644     0         0          0.10472  
 GEG5C03B     MARK          0        97.2644     0         0          0        
 DH4CG6B      DRIF          0.21634  97.4807     0         0          0        
 GSG6C03B     MARK          0        97.4807     0         0          0        
 CH2G6C03B    TRIMD         0.3      97.7807     0         0          0        
 DH4BG6B      DRIF          0.06366  97.8444     0         0          0        
 SH4G6C03B    SEXT          0.2      98.0444     0         -20.4869   0        
 DH4AG6B      DRIF          0.0896   98.134      0         0          0        
 PH2G6C03B    BPM           0        98.134      0         0          0        
 DBPM11       DRIF          0.0729   98.2069     0         0          0        
 QH3G6C03B    QUAD          0.275    98.4819     -1.70755  0          0        
 DH3BG6B      DRIF          0.1825   98.6644     0         0          0        
 SH3G6C03B    SEXT          0.2      98.8644     0         -4.1557    0        
 DH3AG6B      DRIF          0.19     99.0544     0         0          0        
 QH2G6C03B    QUAD          0.448    99.5024     1.47765   0          0        
 DH2BG6B      DRIF          0.4845   99.9869     0         0          0        
 CH1G6C03B    TRIMD         0.2      100.187     0         0          0        
 DH2AG6B      DRIF          0.12     100.307     0         0          0        
 QH1G6C03B    QUAD          0.275    100.582     -0.633004  0          0        
 DH1AG6B      DRIF          0.07709  100.659     0         0          0        
 PH1G6C03B    BPM           0        100.659     0         0          0        
 DBPM12       DRIF          0.08541  100.744     0         0          0        
 SH1G6C03B    SEXT          0.2      100.944     0         24.1977    0        
 GEG6C03B     MARK          0        100.944     0         0          0        
 GSG1C04A     MARK          0        100.944     0         0          0        
 DH2G1A       DRIF          0.4409   101.385     0         0          0        
 FH1G1C04A    FTRIM         0.044    101.429     0         0          0        
 DH01G1C04A   DRIF          4.1651   105.594     0         0          0        
 DH05G1C04A   DRIF          4.29379  109.888     0         0          0        
 FH2G1C04A    FTRIM         0.044    109.932     0         0          0        
 DH1G1A       DRIF          0.31221  110.244     0         0          0        
 GEG1C04A     MARK          0        110.244     0         0          0        
 GSG2C04A     MARK          0        110.244     0         0          0        
 SH1G2C04A    SEXT          0.2      110.444     0         24.1977    0        
 DH1AG2A      DRIF          0.085    110.529     0         0          0        
 PH1G2C04A    BPM           0        110.529     0         0          0        
 DBPM01       DRIF          0.0775   110.607     0         0          0        
 QH1G2C04A    QUAD          0.275    110.882     -0.633004  0          0        
 DH2AG2A      DRIF          0.145    111.027     0         0          0        
 SQHHG2C04A   QUAD          0.1      111.127     0         0          0        
 CH1G2C04A    SQ_TRIM       0        111.127     0         0          0        
 SQHHG2C04A   QUAD          0.1      111.227     0         0          0        
 DH2BG2A      DRIF          0.4595   111.686     0         0          0        
 QH2G2C04A    QUAD          0.448    112.134     1.47765   0          0        
 DH3AG2A      DRIF          0.19     112.324     0         0          0        
 SH3G2C04A    SEXT          0.2      112.524     0         -4.1557    0        
 DH3BG2A      DRIF          0.1825   112.707     0         0          0        
 QH3G2C04A    QUAD          0.275    112.982     -1.70755  0          0        
 DH4AG2A      DRIF          0.07252  113.054     0         0          0        
 PH2G2C04A    BPM           0        113.054     0         0          0        
 DBPM02       DRIF          0.08998  113.144     0         0          0        
 SH4G2C04A    SEXT          0.2      113.344     0         -20.4869   0        
 DH4BG2A      DRIF          0.2485   113.593     0         0          0        
 CH2G2C04A    TRIMD         0.3      113.893     0         0          0        
 GEG2C04A     MARK          0        113.893     0         0          0        
 DH4CG3A      DRIF          0.0315   113.924     0         0          0        
 GSG3C04A     MARK          0        113.924     0         0          0        
 B1G3C04A     DIPOLE        2.62     116.544     0         0          0.10472  
 GEG3C04A     MARK          0        116.544     0         0          0        
 GSG4C04A     MARK          0        116.544     0         0          0        
 DM1AG4A      DRIF          0.501    117.045     0         0          0        
 CM1G4C04A    TRIMD         0.2      117.245     0         0          0        
 DM1BG4A      DRIF          0.274    117.519     0         0          0        
 QM1G4C04A    QUAD          0.25     117.769     -0.803148  0          0        
 DM2AG4A      DRIF          0.2      117.969     0         0          0        
 SM1G4C04A    SEXT          0.2      118.169     0         -24.131    0        
 DFT1         DRIF          0.2332   118.403     0         0          0        
 FM1G4C04A    FTRIM         0.044    118.447     0         0          0        
 DM2BG4A      DRIF          0.2924   118.739     0         0          0        
 PM1G4C04A    BPM           0        118.739     0         0          0        
 DBPM03       DRIF          0.0839   118.823     0         0          0        
 QM2G4C04A    QUAD          0.283    119.106     1.2223    0          0        
 DM2CG4A      DRIF          0.1835   119.289     0         0          0        
 SM2G4C04B    SEXT          0.25     119.539     0         28.7157    0        
 DM2CG4B      DRIF          0.1835   119.723     0         0          0        
 QM2G4C04B    QUAD          0.283    120.006     1.2223    0          0        
 DM2BG4B      DRIF          0.5035   120.509     0         0          0        
 SM1G4C04B    SEXT          0.2      120.709     0         -26.0949   0        
 DM2AG4B      DRIF          0.26226  120.972     0         0          0        
 PM1G4C04B    BPM           0        120.972     0         0          0        
 DBPM04       DRIF          0.08774  121.059     0         0          0        
 QM1G4C04B    QUAD          0.25     121.309     -0.803148  0          0        
 DM1EG4B      DRIF          0.109    121.418     0         0          0        
 CM1G4C04B    TRIMD         0.3      121.718     0         0          0        
 GEG4C04B     MARK          0        121.718     0         0          0        
 GSG5C04B     MARK          0        121.718     0         0          0        
 DM1DG5B1     DRIF          0.1      121.818     0         0          0        
 DPWG5B       DRIF          0.2      122.018     0         0          0        
 DM1CG5B1     DRIF          0.266    122.284     0         0          0        
 B1G5C04B     DIPOLE        2.62     124.904     0         0          0.10472  
 GEG5C04B     MARK          0        124.904     0         0          0        
 DL4BG6B      DRIF          0.2178   125.122     0         0          0        
 GSG6C04B     MARK          0        125.122     0         0          0        
 DL4AG6B      DRIF          0.3697   125.492     0         0          0        
 QL3G6C04B    QUAD          0.275    125.767     -1.48928  0          0        
 DBPM05       DRIF          0.07472  125.842     0         0          0        
 PL2G6C04B    BPM           0        125.842     0         0          0        
 DL3CG6B      DRIF          0.08778  125.929     0         0          0        
 SL3G6C04B    SEXT          0.2      126.129     0         -28.2618   0        
 DL3BG6B      DRIF          0.1575   126.287     0         0          0        
 CL2G6C04B    TRIMD         0.2      126.487     0         0          0        
 DL3AG6B      DRIF          0.2081   126.695     0         0          0        
